iso_code,glottocode
swo,shan1283
swp,suau1242
swq,shar1249
sws,selu1242
swu,suwa1241
sww,sowa1244
swy,saru1245
sxb,suba1238
sxe,sigh1238
sxg,shix1238
sxk,yonc1234
sxm,samr1245
sxr,saar1237
sxs,sasa1247
sxu,uppe1400
sxw,saxw1241
syb,cent2089
syc,clas1252
syi,seki1238
syk,suku1272
syl,sylh1242
sym,maya1281
syo,suoy1242
sys,siny1243
syw,kaga1252
syx,osam1235
syy,alsa1242
szb,ngal1298
szc,sema1265
sze,seze1235
szl,sile1253
szn,sula1248
szv,isuf1235
tad,taus1252
tag,tago1246
tak,tala1295
tal,tall1250
tas,tayb1240
tau,uppe1437
taw,taii1241
tax,tamk1242
taz,toch1257
tbe,tani1255
tbf,mand1440
tbj,tian1237
tbk,cala1258
tbm,tagb1255
tbn,barr1251
tbp,tawo1244
tbr,tumt1243
tbs,tang1356
tbt,temb1270
tbx,kapi1250
tcd,tafi1243
tce,sout2957
tch,turk1310
tci,wara1294
tck,tchi1245
tcl,tama1328
tcm,tana1288
tcn,tich1238
tco,taun1248
tcp,tawr1235
tcq,kaiy1239
tct,tenn1245
tcu,sout2972
tcw,tecp1235
tda,tagd1238
tdb,panc1246
tdc,embe1261
tdd,tain1252
tde,tira1258
tdf,tali1257
tdg,west2415
tdi,toma1248
tdj,taji1246
tdk,tamb1267
tdl,surr1238
tdo,teme1252
tdq,tita1240
tdr,todr1244
tdt,tetu1246
tdu,temp1235
tdv,toro1249
tdx,tand1256
tdy,tady1237
tec,teri1244
tef,tere1272
teg,teke1275
tei,torr1259
tek,ibal1241
ten,tama1340
tes,teng1272
tev,teor1240
tey,tuli1249
tfo,tefa1238
tga,saga1262
tgb,tobi1239
tgd,ciwo1236
tgf,chal1267
tgh,toba1282
tgi,lawu1237
tgj,tagi1241
tgn,tand1258
tgp,tang1347
tgq,trin1273
tgs,nume1241
tgt,cent2090
tgu,tang1355
tgw,tagw1240
tgx,tagi1240
tgy,togo1252
tgz,taga1279
thc,taih1245
the,chit1274
thh,nort2956
thi,tail1247
thk,thar1283
thl,dang1260
thm,aheu1239
thn,thac1235
thq,koch1247
thr,rana1246
tht,tahl1239
thu,thur1255
thy,thaa1239
thz,taya1257
tia,tidi1241
tic,tira1254
tid,tidu1239
tii,tien1242
tij,tilu1238
tim,timb1251
tip,trim1239
tiq,tief1242
tis,masa1307
tiu,adas1235
tiz,taih1246
tja,taju1238
tjg,tunj1244
tji,nort2732
tjl,tail1248
tjn,tonj1246
tjo,tema1243
tjs,sout2739
tju,tjur1240
tka,truk1242
tkb,buks1238
tkd,tuku1254
tke,takw1238
tkf,tuku1240
tkg,tesa1236
tkn,toku1246
tkp,tiko1237
tkq,teee1242
tkt,kath1250
tku,uppe1275
tkv,murp1234
tkx,tang1353
tkz,taku1254
tla,sout2977
tlg,tofa1246
tlk,talo1252
tlm,tolo1255
tln,talo1251
tlp,filo1235
tlq,tail1246
tlr,tali1259
tls,tamb1253
tlt,telu1263
tlu,tule1244
tlv,tali1262
tlx,kheh1237
tmb,katb1237
tme,trem1235
tmf,toba1268
tmg,tern1248
tmi,tutu1241
tmj,sama1240
tmm,tait1248
tmn,tama1335
tmo,temo1243
tmp,taim1250
tmr,jewi1240
tmt,tasm1246
tmv,temb1272
tmw,temu1239
tmy,tami1290
tmz,tama1338
tnb,west2651
tne,tino1235
tng,toba1280
tnh,maia1253
tni,tand1253
tnn,nort2847
tno,toro1255
tnp,whit1269
tnq,tain1254
tnr,bedi1235
tns,teni1244
tnu,tayk1238
tnv,tang1330
tnw,tons1239
tnx,tane1237
tny,tong1320
tnz,tong1308
toc,coyu1235
tod,toma1245
tof,gizr1240
tog,tong1321
toh,gito1238
tom,tomb1243
tor,togb1241
tou,thoo1240
tov,uppe1235
tox,tobi1238
toy,topo1243
toz,tooo1238
tpa,taup1242
tpc,azoy1236
tpe,tipp1239
tpf,tarp1240
tpg,kula1280
tpl,tlac1237
tpp,pisa1237
tpu,tamp1251
tpv,tana1281
tpw,tupi1274
tpz,tinp1237
tql,leha1243
tqm,turu1250
tqn,teni1238
tqp,tomo1244
tqq,tunn1238
tqr,toro1251
tqt,west1511
tqu,touo1238
tra,tira1253
trb,tere1276
trd,turi1246
tre,east2465
trf,trin1276
trh,tura1265
trj,tora1267
trl,trav1235
trm,treg1243
trq,sanm1298
trt,tung1293
tru,turo1239
trx,trin1271
try,turu1249
trz,tora1263
tsa,tsaa1242
tsb,tsam1247
tsc,tswa1255
tsd,tsak1248
tse,tuni1249
tsh,tsuv1243
tsk,sder1236
tsl,tsun1242
tsr,akei1237
tst,tond1249
tsw,tsis1238
tsx,muba1238
tsy,tebu1240
ttb,gaaa1245
ttd,taua1242
tte,bwan1241
ttf,tuot1238
ttg,tuto1241
tth,uppe1406
ttj,toor1238
ttk,toto1306
ttl,tote1238
ttn,towe1240
tto,lowe1395
ttp,tomb1245
tts,nort2741
ttu,tora1259
ttw,long1406
ttz,tsum1240
tua,wiar1238
tuc,mutu1242
tud,tuxa1239
tug,tuni1251
tuj,tugu1246
tul,tula1252
tum,tumb1250
tuu,tutu1242
tux,tuxi1238
tuy,tuge1241
tuz,turk1306
tva,vagh1249
tvd,tsuv1239
tve,teun1241
tvm,tela1241
tvn,tavo1242
tvs,tave1240
tvu,tune1261
tvw,sedo1237
tvy,timo1258
twb,west2559
twc,tesh1239
twd,twen1241
twe,teiw1235
twg,tere1277
twh,taid1250
twl,tawa1270
twn,twen1242
two,tswa1237
twp,eree1241
twq,tasa1240
twr,sout2971
twt,turi1247
tww,tuwa1242
twx,tewe1238
twy,tawo1243
txa,tomb1244
txc,tset1236
txe,toto1304
txg,tang1334
txh,thra1250
txj,tarj1235
txm,tomi1243
txo,toto1302
txq,tiii1241
txr,tart1237
txs,tons1240
txt,cita1245
txy,tano1246
tye,kyen1242
tyh,oduu1239
tyi,teke1281
tyj,taid1248
tyn,komb1274
tyr,taid1249
tys,tays1238
tyt,tayt1241
tyu,kuaa1238
tyx,teke1276
tyz,tayy1238
tzi,
tzj,tzut1248
tzl,talo1253
tzo,tzot1259
tzx,tabr1243
uam,uamu1236
uan,kuan1246
uar,tair1256
uba,uban1243
ubi,ubii1238
ubr,ubir1237
uda,udaa1238
udg,mudu1239
udj,ujir1237
udu,uduk1239
ues,kiok1239
ufi,ufim1240
uga,ugar1238
ugb,kuku1281
uge,ughe1237
ugo,ugon1239
ugy,urug1238
uha,uham1238
uhn,dama1272
uis,uisa1238
uiv,iyiv1238
uji,tanj1247
uka,kabu1249
ukg,ukur1240
ukh,ukhw1241
ukl,ukra1235
ukp,ukpe1247
ukq,ukwa1238
uku,ukue1238
ukw,ukwu1241
uky,kuuk1243
ula,fung1245
ulb,uluk1257
ulf,usku1243
ull,ulla1237
ulm,ulum1237
uln,unse1236
ulu,umal1238
ulw,ulwa1239
umd,umbi1243
umg,umbu1256
umi,ukit1237
umm,umon1238
umn,maky1235
umr,umbu1235
ums,pend1242
una,nort2857
une,unem1238
unn,gana1278
unu,unub1234
unz,unde1235
upi,umed1238
urc,urni1239
urg,urig1240
urm,urap1239
urn,urua1244
uro,urap1240
urp,urup1235
urr,leha1244
uru,urum1250
urv,urua1242
urw,sopp1247
urx,urim1251
ush,usho1238
usi,usui1238
usk,usag1244
usp,uspa1245
usu,uyaa1238
uta,otan1238
utp,amba1266
utr,etul1245
utu,utuu1240
uun,
uuu,uuuu1243
uve,west2516
uvh,urii1240
uvl,lote1237
uya,doko1243
uzs,sout2699
vae,vale1250
vah,varh1239
val,vehe1237
vao,vaoo1237
vap,vaip1239
vau,vanu1242
vav,varl1238
vbb,sout2883
vel,velu1238
vem,vemg1240
veo,vent1242
ver,momj1237
vgr,vagh1246
vgt,vlaa1235
vic,virg1240
vid,vidu1238
vig,viem1243
vin,vinz1238
vis,vish1243
vit,viti1241
vki,ijaz1238
vkj,kuja1239
vkk,kaur1269
vkl,kuli1254
vkm,kama1372
vko,kode1237
vkp,korl1238
vku,kurr1243
vlp,valp1237
vls,vlaa1240
vmc,juxt1235
vmd,mudu1241
vme,east2462
vmf,main1267
vmg,mini1251
vmh,mara1373
vmi,miwa1242
vmj,ixta1235
vmk,makh1260
vml,malg1242
vmm,mitl1235
vmp,soya1237
vmq,soya1236
vmr,mare1260
vms,moks1249
vmu,mulu1243
vmv,vall1252
vmw,makh1264
vmx,tama1339
vmy,ayau1235
vmz,maza1296
vnk,vano1237
vnp,vuna1239
vor,voro1240
vra,vera1241
vrs,vari1239
vrt,burm1263
vsi,mold1243
vsl,vene1237
vsv,vale1251
vto,vito1235
vum,vumb1238
vun,vunj1238
vwa,awac1238
wab,wabb1237
wad,wand1267
wae,wals1238
waf,wako1235
wag,waem1237
wah,watu1247
wai,ware1254
waj,waff1241
wat,kani1281
wav,waka1275
waz,wamp1248
wbb,wabo1240
wbe,wari1264
wbf,wara1292
wbh,wand1264
wbi,vwan1235
wbm,nucl1290
wbq,wadd1237
wbr,wagd1238
wbw,woii1237
wci,waci1239
wdd,wand1266
wdg,wada1263
wdu,wadj1255
wea,wewa1238
wec,wewe1238
weh,wehh1238
wei,were1244
weo,nort2864
wes,came1254
wet,pera1257
wew,weje1237
wfg,yafi1240
wga,waga1260
wgb,waga1268
wgo,waig1244
wgu,wira1265
wha,manu1258
whk,waha1238
whu,waha1239
wie,wike1239
wif,wikk1239
wih,wikm1246
wii,mini1253
wij,wiki1239
wik,wika1238
wil,wila1240
wir,wira1264
wiu,wiru1244
wja,waja1259
wji,warj1253
wka,kwad1248
wkb,kumb1267
wkd,wakd1237
wkl,kala1255
wku,kund1253
wla,nucl1453
wlc,mwal1237
wli,waio1238
wlk,wail1244
wll,wali1262
wln,wall1255
wlr,wail1242
wlu,wuli1242
wlv,wich1263
wlw,wala1269
wlx,wali1263
wly,wali1261
wma,mawa1236
wmc,wama1247
wmh,waim1252
wmi,wami1239
wmm,maiw1250
wmn,waam1236
wmo,womp1235
wmw,mwan1247
wnb,wana1269
wne,wane1241
wni,ndzw1235
wnk,wanu1241
wnm,wang1289
wno,wano1243
wnp,wana1268
wny,wany1247
woc,woge1237
wod,wola1243
wof,gamb1252
wok,long1387
wom,womn1235
won,wong1247
woo,mano1275
wor,wori1246
wow,wawo1239
woy,weyt1237
wpc,maco1239
wre,ware1252
wrh,wira1262
wri,wari1262
wrk,gara1269
wrl,warl1255
wrn,warn1244
wro,worr1237
wru,waru1266
wrv,waru1267
wrw,gugu1256
wrx,waer1237
wry,merw1238
wsi,wusi1237
wsr,owen1244
wss,wasa1244
wsu,wasu1238
wsv,wota1240
wtf,dump1243
wtk,wata1251
wtm,mewa1250
wtw,wotu1240
wua,wikn1246
wub,wuna1249
wud,wudu1238
wuh,wutu1241
wul,sili1249
wum,wumb1242
wun,bung1265
wur,wurr1238
wut,wutu1244
wuv,wuvu1239
wux,wuln1239
wuy,wauy1237
wwb,waka1282
wwo,weta1242
www,wawa1246
wxa,waxi1236
wym,wymy1235
wyr,wayo1238
xaa,anda1287
xab,samb1307
xad,adai1235
xag,aghw1237
xai,kaim1235
xan,xamt1239
xap,apal1237
xar,kara1497
xat,kata1270
xau,kauw1242
xay,kaya1324
xbc,bact1239
xbn,kena1236
xbo,bolg1250
xbw,kamb1239
xcc,camu1235
xce,celt1247
xcg,cisa1237
xcn,coto1248
xco,khwa1238
xcr,cari1274
xct,clas1254
xcv,chuv1256
xcy,cayu1241
xdc,daci1234
xdy,mala1480
xeb,ebla1238
xeg,xegw1238
xel,kelo1246
xem,kemb1249
xes,kesa1244
xeu,keor1235
xfa,fali1291
xga,gala1252
xgb,gbin1239
xgu,ungg1243
xhd,hadr1235
xhe,khet1238
xht,hatt1246
xhu,hurr1240
xib,iber1250
xii,xiri1242
xil,illy1234
xip,xipi1238
xka,kalk1245
xkb,mani1294
xkc,khoi1250
xkd,mend1267
xke,kere1285
xkf,khen1241
xkg,kago1248
xkh,kara1475
xkj,kaja1247
xkk,kaco1239
xkl,main1275
xkn,kaya1325
xko,kior1239
xkq,koro1311
xkr,xakr1238
xks,kumb1274
xkt,kant1249
xku,kaam1238
xkv,kgal1244
xkw,kemb1250
xkx,karo1298
xky,umal1239
xkz,kurt1248
xla,kamu1260
xlc,lyci1241
xld,lydi1241
xle,lemn1237
xlo,loup1243
xlp,lepo1240
xls,lusi1235
xlu,cune1239
xly,elym1237
xma,mush1238
xmb,mbon1252
xmc,makh1262
xmd,mbed1242
xmg,meng1264
xmh,kuku1283
xmi,miar1236
xmj,maje1243
xml,mala1412
xmo,more1262
xmp,kuku1282
xmr,mero1237
xms,moro1242
xmt,matb1237
xmv,anta1255
xmw,tsim1257
xmx,made1253
xmy,maya1280
xmz,mori1268
xna,anci1245
xnb,kana1286
xnn,nort2877
xno,angl1258
xoc,ochi1235
xod,koko1265
xog,soga1242
xoi,komi1271
xoo,xuku1239
xop,kopa1248
xow,kowa1245
xpc,pech1242
xpg,phry1239
xpi,pict1238
xpk,kuli1255
xpm,pump1237
xpn,kapi1248
xpo,poch1244
xpr,part1239
xps,pisi1234
xpu,puni1241
xqt,qata1238
xrb,east2398
xre,krey1238
xrn,arin1243
xrr,raet1238
xru,marr1256
xrw,kara1495
xsa,saba1279
xsb,tina1248
xsd,side1240
xse,semp1241
xsh,sham1277
xsn,sang1329
xsp,silo1240
xsq,makh1266
xss,assa1266
xsy,sais1237
xta,alco1235
xtb,chaz1235
xtd,diux1235
xtg,tran1282
xti,sini1243
xtj,sanj1282
xtl,tija1235
xtm,magd1235
xtn,nort2985
xtp,sanm1294
xtq,tums1237
xts,sind1277
xtt,taca1257
xtu,cuya1240
xtw,tawa1278
xty,yolo1241
xua,aluk1238
xug,kuni1268
xum,umbr1253
xur,urar1245
xut,kuth1240
xve,vene1257
xvi,kamv1242
xwc,wocc1242
xwe,xwel1235
xwl,west2456
xwr,kwer1263
xxb,boro1283
xxr,coro1248
xxt,tamb1257
xya,yayg1236
xyl,yala1242
xyy,yort1237
yac,pass1247
yaj,band1348
yak,yaki1237
yal,yalu1240
yan,maya1285
yav,yang1293
yay,agwa1247
yaz,loka1252
yba,yala1263
ybh,yakk1236
ybj,hash1238
ybk,bokh1237
ybl,yuku1243
ybm,yabe1255
ybn,yaba1249
ybo,yabo1240
ybx,yawi1238
yby,yawe1241
ych,ches1238
ycl,lolo1259
ycp,chep1243
yde,yang1297
ydg,yidg1240
ydk,yoid1240
yec,yeni1236
yei,yeni1253
yej,yeva1238
yel,yela1238
yes,yesk1239
yet,yetf1238
yev,yapu1240
ygl,yang1295
ygm,yago1240
ygp,gepo1234
ygs,yoln1234
ygw,yagw1240
yha,baha1256
yhd,jude1266
yhl,hlep1236
yif,ache1244
yig,wusa1235
yik,dong1286
yil,yind1248
yim,yimc1240
yin,yinc1238
yip,phol1235
yiq,miqi1235
yir,nort2918
yis,yiss1240
yiu,awuu1235
yiv,nort2718
yix,axiy1235
yiz,azhe1235
yki,yoke1238
ykk,yaka1275
ykl,khlu1236
ykm,kapp1237
ykn,kuan1249
yko,yasa1242
ykr,yeko1240
ykt,kath1251
yku,kuam1234
yla,yaul1241
ylg,yelo1243
ylm,limi1243
yln,lang1316
ylo,nalu1239
ylu,arib1240
ymb,yamb1254
ymc,sout2722
ymd,muda1235
ymh,mili1235
ymi,moji1238
ymk,makw1236
yml,iama1237
ymm,maay1238
ymn,yamn1237
ymo,yang1296
ymp,yama1260
ymq,qila1235
ymr,mala1458
ymx,nort2716
ymz,muzi1235
yna,aluo1235
yng,yang1289
ynl,yang1298
yno,yong1277
ynq,yend1241
ynu,yahu1241
yob,yoba1237
yog,yoga1237
yoi,yona1241
yom,yomb1244
yot,yott1234
yox,yoro1243
yoy,yoyy1238
ypa,phal1256
ypb,labo1243
ypg,phol1237
yph,phup1237
ypm,phum1235
ypn,anip1235
ypo,alop1235
ypp,phup1239
ypz,phuz1235
yra,yera1243
yrn,yero1238
yrw,yara1250
ysd,sama1295
ysg,sona1244
ysl,yugo1238
ysn,sani1269
yso,nisi1238
ysy,sani1265
yta,talu1238
ytl,tang1372
ytp,thop1236
ytw,yout1234
yub,yuga1244
yud,jude1264
yug,yugh1239
yun,bena1260
yut,yopn1238
yuw,yaum1237
ywa,kalo1262
ywl,west1506
ywq,wudi1238
ywu,wume1235
yww,yawa1258
yyr,jirj1239
yyu,yaus1235
yyz,ayiz1244
yzg,emab1235
yzk,zokh1238
zac,ocot1244
zad,cajo1238
zae,yare1249
zaf,ayoq1235
zah,zang1255
zaj,zara1247
zak,zana1238
zal,zauz1238
zam,miah1235
zao,ozol1235
zaq,aloa1235
zar,rinc1236
zas,sant1450
zat,taba1268
zau,zang1248
zax,xada1235
zaz,zari1242
zbc,cent2098
zbe,east2486
zbt,batu1260
zbw,west2564
zca,coat1244
zch,cent2009
zdj,ngaz1238
zeg,zena1237
zeh,east2363
zgm,minz1236
zgn,guib1244
zgr,mago1248
zhb,zhab1238
zhd,daiz1235
zhi,zhir1238
zhn,nong1247
zhw,zhoa1238
zia,ziaa1250
zib,zimb1247
zil,zial1235
zim,mesm1239
zin,zinz1238
zir,ziri1239
ziw,zigu1244
ziz,zizi1238
zka,kaim1241
zkb,samo1299
zkg,kogu1234
zko,kott1239
zkr,zakh1243
zkt,kita1247
zku,kaur1267
zlj,liuj1238
zln,lian1252
zlq,liuq1235
zma,mand1416
zmb,zimb1251
zmd,mari1422
zme,mang1382
zmf,mfin1238
zmg,mart1254
zmh,mako1250
zmj,mari1421
zmk,mand1417
zmm,mari1417
zmn,mban1268
zmo,molo1257
zmp,mpuo1241
zms,mbes1238
zmv,mbar1253
zmw,mbod1238
zmx,bomi1238
zmy,mari1423
zmz,mban1263
zna,zang1249
zng,mang1378
znk,mana1248
zns,mang1416
zom,zouu1235
zoo,asun1236
zoq,taba1264
zpa,lach1250
zpb,yaut1235
zpc,choa1237
zpe,peta1247
zpf,sanp1261
zpg,guev1238
zph,toto1308
zpj,quia1235
zpk,tlac1240
zpl,lach1249
zpn,sant1447
zpo,amat1238
zpp,elal1235
zpr,sant1452
zps,coat1243
zpt,sanv1242
zpu,yala1267
zpv,chic1274
zpw,zani1235
zpx,sanb1241
zpy,maza1294
zqe,qiub1238
zrg,mirg1238
zrn,zire1244
zsa,sara1323
zsl,zamb1239
zsr,sout3004
zsu,suku1264
zte,elot1235
ztg,xana1235
ztl,lapa1249
ztm,sana1286
ztn,sant1448
ztp,loxi1235
ztq,quio1241
zts,tilq1235
ztt,teja1235
ztx,zaac1239
zty,yate1242
zua,
zuh,toka1244
zum,kumz1235
zuy,zuma1239
zwa,zayy1238
zyb,yong1276
zyg,yang1286
zyj,youj1238
zyn,yong1275
zyp,zyph1238
zzj,zuoj1238
adb,adab1235
adu,adug1238
afh,afri1275
ahr,ahir1243
ajn,anda1282
aqt,anga1316
ara,
arc,impe1235
avm,angg1238
axe,ayer1246
axm,
aze,
bal,
bbx,bubi1249
bcb,bain1260
bcg,baga1275
bdf,biag1234
bhx,bhal1245
bic,bika1251
bik,
bjp,make1251
blg,bala1306
bpo,anas1239
bqf,baga1271
bso,buso1242
bsv,baga1274
bua,buri1258
bvp,buma1247
bzt,brit1244
cca,cauc1241
cdg,cham1329
cek,east2779
chm,mari1278
ckn,kaan1248
clj,lait1239
cmg,
cmm,
cno,cona1234
cnx,
cpo,kpee1234
cpy,sout3127
cre,cree1272
csj,song1313
ctc,chet1237
cth,thai1262
czk,west3000
dda,dadi1251
ddr,dhud1236
del,comm1246
den,slav1253
dgl,dong1288
dgt,ndra1239
dgu,dega1238
dgw,daun1234
dhx,dhun1239
din,dink1262
dja,
dmd,madh1244
dmw,mudb1240
dnj,nucl1770
dnv,danu1251
doi,indo1311
dov,domb1246
drr,doro1267
dso,desi1235
dth,
dtn,daat1234
dto,tomm1242
dws,dutt1234
dwu,nucl1333
dwy,dhuw1250
dze,djiw1241
eaa,
ebk,east2881
ekc,
emm,mamu1257
enl,nort2971
enx,sout2989
esg,aher1237
esy,eska1234
etc,
eza,ezaa1238
fas,
fat,fant1241
fbl,oass1237
fnb,orko1234
fom,foma1238
ful,fula1264
gac,mixe1288
gba,
gbw,kabi1260
gdt,
geg,geng1243
gih,cond1242
gjm,warr1257
gjr,guri1249
gli,guli1244
gll,kala1380
gmg,magi1244
gmz,mgbo1238
goj,gowl1242
gok,gowl1241
gon,nort3258
grb,greb1256
grn,
gtu,aghu1256
gwm,awng1245
hai,haid1248
hbs,sout1528
hmk,
hmn,
hrc,niwe1234
hrp,nhir1234
hrw,anir1237
htx,
idb,dama1278
ido,idoo1234
ids,ides1238
igs,inte1261
ihi,ihie1238
iin,thii1234
iku,
ile,inte1260
ilm,saba1284
ilp,phil1247
ims,
ipk,inup1234
iqw,ikwo1238
irr,irrr1240
isk,ishk1246
itd,sout3241
izz,izii1239
jan,jand1248
jbe,jude1262
jbi,badj1244
jbo,lojb1234
jbw,yawi1239
jgk,ging1241
jjr,bank1257
jka,kaer1234
jkp,paku1238
jog,jogi1234
jrb,
jui,ngad1257
kau,
kel,kela1254
kfi,kann1253
kgm,kari1309
kgw,karo1303
kjf,khal1270
kjv,kajk1237
kkn,konk1268
kok,
kom,komi1267
kon,
kpe,
kqh,kisa1264
kso,kofa1236
kvt,laht1236
kym,kpat1244
kyp,kang1282
kyv,kayo1247
lab,
lah,
lal,lali1242
lau,laba1241
lay,lama1289
lba,luia1234
lbg,laop1234
lbl,libo1242
lda,klad1234
ldn,laad1235
len,lenc1239
lja,golp1234
ljw,yira1239
lku,kuun1236
llj,ladj1234
llo,khlo1239
lmh,lamb1277
lng,
lnw,
lnz,lonz1238
lov,lopi1243
lrk,loar1234
lso,laos1235
ltg,east2282
lur,laur1249
luu,lumb1250
lvs,stan1325
man,
mct,meng1263
mga,midd1360
mis,
mjb,makl1245
mon,mong1331
msa,
mul,
mwr,
mwx,medi1249
myd,mara1407
myi,mina1267
mzx,mawa1271
ndf,
nei,
njd,ndon1252
nkq,nkam1239
nlq,laon1234
nlw,wala1263
nmj,ngom1265
nno,norw1262
nol,noml1242
nom,noca1240
nov,novi1234
npg,pony1234
npu,puim1234
nqo,nkoa1234
nqq,chen1271
nqy,akya1234
nrf,jerr1238
nrk,ngar1296
nrn,oldn1246
nrr,norr1243
nsv,sout3128
ntd,nort3262
ntg,
ntx,burm1267
nwc,
nwg,
nwx,
nwy,
nxk,koka1245
nzu,teke1279
oav,
obk,sout3368
obm,moab1234
obt,
oco,oldc1252
oda,odut1238
oht,
ohu,oldh1242
oji,
okg,koko1273
okm,
oko,
olk,olko1234
olr,olra1234
olt,oldl1240
olu,kuva1244
omp,
ont,onte1239
orm,
ota,otto1234
otb,
otk,oldt1247
pgd,gand1259
pgl,
pgn,
pgz,papu1255
phw,phan1256
pka,
pmd,pall1243
pmk,
pnj,pinj1244
pnk,paun1241
pog,poti1237
pok,poka1242
ppp,pele1244
prd,pars1252
prp,pars1251
ptq,patt1247
puc,puna1274
puk,puko1234
pus,nucl1276
put,puto1237
pxm,quet1239
pyx,burm1262
que,
qwm,cuma1241
qwt,kwal1258
qya,quen1234
raj,
rbk,
rbl,dara1251
rbp,bara1404
rkw,arak1254
rmv,roma1338
rnr,nari1241
rrt,arit1239
rsm,miri1273
rtc,rung1263
rts,yura1256
rui,rufi1234
rxd,ngar1288
rxw,karr1236
rzh,jaba1234
sbv,sabi1245
scx,sicu1234
sdt,shua1252
seb,shem1239
sgj,surg1246
sgs,samo1265
sgy,sang1344
shz,syen1235
sjn,sind1281
ska,skag1239
sls,sing1237
sno,snoh1241
spn,sana1298
spv,samb1325
spx,sout2618
sqi,alba1267
sqr,sicu1235
srd,
sty,sibe1250
svx,
swa,
sxc,sica1234
sxl,
sxo,
syr,
szd,seru1247
tbb,tape1236
tbv,tobo1251
tdm,taru1236
teb,tete1252
tgr,tare1239
tgv,ting1238
thw,thud1238
tjw,djab1234
tlh,klin1234
tmh,tuar1240
tmk,nort3144
tpk,tupi1272
tpo,taip1250
twm,tawa1289
tyl,thul1247
ubl,buhi1243
ule,lule1238
umc,
und,
unx,mund1321
uzb,uzbe1247
vaj,vase1234
vbk,
vol,vola1234
vro,sout2679
wdk,wadi1261
wdy,
weg,werg1234
weu,wela1234
wky,
wlm,
wmx,womo1238
wnn,wunu1234
wnw,nucl1651
wrd,ward1243
wsg,utno1237
wth,wath1238
wxw,ward1248
wyi,woiw1237
xae,
xaj,
xak,maku1246
xao,khao1244
xaq,
xbb,
xbd,
xbe,biga1237
xbg,bung1264
xbj,birr1241
xbm,
xbp,bibb1234
xby,baty1234
xcb,
xcu,
xda,hawk1239
xdk,sydn1236
xdm,edom1234
xep,
xgd,guda1244
xgf,tong1329
xgg,gore1235
xgi,
xgl,
xgm,dhar1248
xgr,garz1234
xgw,guwa1242
xha,
xhc,
xhr,hemi1234
xhv,khua1243
xin,xinc1237
xis,kisa1261
xiv,hara1272
xjb,twee1234
xjt,jait1239
xlb,loup1245
xlg,anci1248
xli,
xln,
xme,
xmk,
xmn,
xmq,kuku1279
xng,midd1351
xnh,kuan1250
xni,ngar1297
xnk,
xnt,narr1280
xnu,
xny,nija1241
xnz,kenu1243
xpa,pirr1240
xpj,mpal1238
xpp,
xpq,pequ1242
xpt,punt1240
xpy,
xqa,
xrd,gund1248
xrg,
xrm,
xrq,
xrt,aran1265
xsc,
xso,sanf1266
xsv,sudo1236
xth,yith1234
xtr,
xtv,sout2771
xtz,tasm1247
xud,umii1236
xul,ngun1277
xun,ungg1244
xup,uppe1436
xvn,
xvo,vols1237
xvs,
xwd,wadi1260
xwj,waju1234
xwk,wong1246
xwo,
xwt,wotj1234
xww,wemb1241
xxm,mink1237
xyb,yand1261
xyj,mayi1235
xyk,mayi1236
xyt,mayi1234
xzh,zhan1239
xzm,zemg1234
xzp,
yax,yaum1238
yda,yand1251
yga,maly1234
ygi,
ygu,yugu1250
yhs,
yit,east2696
ylb,
ymg,yamo1246
yms,mysi1239
yne,lang1333
yol,east2834
yro,yaro1235
yrs,yars1234
yry,yarl1238
ysc,jass1238
ysp,sout3129
yty,
ywg,yinh1234
yxa,
yxg,yaga1262
yxl,yard1234
yxm,yinw1236
yxu,yuuy1234
yxy,yabu1234
zap,zapo1437
zbl,blis1239
zgh,stan1324
zha,nort3180
zho,
zkd,kadu1254
zkh,
zkn,gana1267
zkv,krev1234
zkz,
zra,
zrp,zarp1238
zsk,
zxx,
zza,zaza1246
svr,sava1244
cbe,chip1236
cbh,cagu1236
coy,coya1241
cqu,chil1283
cum,cume1234
guv,geya1234
iap,iapa1241
kox,coxi1236
kvs,kung1262
nts,nata1238
ome,omej1234
pod,pona1251
ppa,paoo1245
toe,tome1239
xba,kamb1287
xbx,kabi1264
yri,yari1235
