language_id,language_name,latitude,longitude,lineage
mban1269,Mbanyö,-10.8,165.8,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Reefs-Santa Cruz, Natugu-Nalogo, Nalögo"
mban1270,Mbanua,-10.6771,165.835,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Reefs-Santa Cruz, Natugu-Nalogo, Natügu"
mbar1255,Mbaru,10.7229,8.78768,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Jarawan, Nigerian Jarawan, Lame"
mbar1261,Mbara (Australia),-19.29,142.475904,"Pama-Nyungan, Paman, Mbara-Yanga"
mbar1262,Mbar,6.69736,11.3161,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Northern Bantoid, Mambiloid, Nizaa-Mambila-Vute, Konja-Mambila-Vute, Mambila-Vute, Mambila-Mbongno, Mambila, Western Mambila"
mbat1249,Mbati of Mbaïki,3.94184,17.7529,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, North Zaire River, Rivers Bantu, Likouala-Sangha, Bwamba-Ngondi-Pande-Mbati-Aka, Mbati"
mbat1250,Mbat,6.6,10.936386,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe, Mfumteic, Central-Southern Mfumte, Southern Mfumte"
mbat1251,Mbat (Nigeria),9.62456,9.95,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Jarawan, Nigerian Jarawan, Jar, Jarawaic, Bada (Nigeria)"
mbec1238,Mbeki Ajiri,8.24696,7.97061,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Ajiri"
mbed1238,Mbedzi,-22.188,29.9523,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu, Nuclear Southern Bantu, Venda"
mbee1248,Mbeere,-0.62822,37.5933,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Central Kenya Bantu, Embu"
mbej1238,Riverside Ajiri,8.24696,7.97061,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Ajiri"
mbel1241,Mbele-Cenga-Bonjo,4.64348,11.5353,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam-Bubi, Mbam, Nuclear Mbam, Sanaga-West Mbam (A.40), Sanaga (A.60), Tuki"
mbem1251,Mbembe-Legbo,6.08994625,8.1761875,"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Upper Cross, Central Upper Cross, East-West Central Delta Cross"
mber1254,Mbere (Mboum),7.5789,14.2722,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic, Mbum"
mber1255,Mbere (Northwest Gbaya),5.9503,15.2569,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gbaya-Manza-Ngbaka, Gbaya Meridional-Occidental, Northwest Gbaya"
mber1258,Tumbele,4.64348,11.5353,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam-Bubi, Mbam, Nuclear Mbam, Sanaga-West Mbam (A.40), Sanaga (A.60), Tuki, Mbele-Cenga-Bonjo"
mber1261,Mberem,10.9481,14.2131,"Afro-Asiatic, Chadic, Biu-Mandara, Hurza, Vame"
mber1262,Mbere (B.60),-1.63866708333333,14.3021166666667,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, West-Coastal Bantu, Nzadic, Lweric, Dingic, Loange-Atlantic, Kwilu-Ngounie, Kasai-Ngounie, Moyen Kasai-Ngounie, Interior Kasai-Ngounie, West Kasai-Ngounie, Northwest Kasai-Ngounie"
mbes1239,Mbessa,6.31,10.407,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Ring, Center-West Ring, Center Ring, Komic"
mbey1234,Mbeya,-8.857775,33.4078,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Corridor Bantu, Mbozi"
mbib1238,Mbibji,6.6,10.936386,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe, Mfumteic, Central-Southern Mfumte, Southern Mfumte"
mbid1238,Mbida-Bani,4.21141,11.93646,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Basaa-Yaunde (A40-70), Yaunde-Fang (A.70), Ewondo-Bebele, Ewondo"
mbii1238,Mbi,6.63889,22.7568,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Bandaic, Nuclear Bandaic, Central Bandaic, Core Central Bandaic, Lindaic, Banda-Banda"
mbil1239,Mbila,2.19951,22.6107,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, North Zaire River, Rivers Bantu, Ngiri, Ngiri Riverain Mongala, Motemboic, Bujaic, Budja (C.37), Budza"
mbin1238,Mbinga,2.11942,20.8759,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, North Zaire River, Rivers Bantu, Ngiri, Ngiri Riverain Ubangi, Ngiri Riverain Ubangi-Ripuaire, Libinzic, Libinza Fleuve, Mabaale"
mbir1238,Mbire,-17.20849,29.75725,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu, Shona (S.10), Core Shona, Plateau Shona, Central Shona, Shona, Zezuru"
mbiy1238,Mbiywom,-12.89620501,142.2710997,"Pama-Nyungan, Paman, Northern Pama"
mbiz1238,Mbizenaku,6.2596,10.3348,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Ring, Center-West Ring, Center Ring, Komic, Kom (Cameroon)"
mbla1238,Mblafe,-8.56161,141.226,"Yam, Morehead-Maro, Tonda, Mblafe-Ránmo"
mbob1238,Mbobyeng,3.14015,14.866,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Makaa-Kako (A.80-90), Makaa-Njem (A.80), Mpoic, Mpongmpong"
mbod1237,Mbodomo-Bofi,4.4103975,15.9550325,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gbaya-Manza-Ngbaka, Gbaya Oriental"
mboj1237,Mbojo,-8.57376,118.445,"Austronesian, Malayo-Polynesian, Bima-Lembata, Bima"
mbok1242,Mboka,-5.7114,12.5372,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, West-Coastal Bantu, Nzadic, Lweric, Dingic, Loange-Atlantic, KLC Extended, Kikongo Language Cluster, Nuclear KLC, Kikongoic, Kambakunyic Kikongo, Kilaadic Kikongo, Central-Southern Kikongo, West Kikongo, San Salvador Kongo"
mbol1235,Mbol Fle,-1.51049,131.985,"West Bird's Head, South West Bird's Head, Tehit"
mbol1248,Mbololo,-3.79347,38.57254,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Kilimanjaro-Taita, Taita-Sagalla, Taita"
mbon1250,Mbonge,4.89504,9.15209,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Lundu-Balong (A.10), Greater Manenguba, Bafaw-Balong-Manenguba, Bafawic-Bakweric, Bafawic, Oroko"
mbon1251,Mbonjoku,3.79989,15.6282,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Makaa-Kako (A.80-90), Kako"
mbon1254,Mbongno-Mvano,6.7850375,11.1394925,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Northern Bantoid, Mambiloid, Nizaa-Mambila-Vute, Konja-Mambila-Vute, Mambila-Vute, Mambila-Mbongno"
mbot1238,Mboto,5.33,24.6,"Central Sudanic, Membi-Mangbutu-Efe, Unclassified Membi-Mangbutu-Efe, Birri"
mbou1244,Mboum,7.5789,14.2722,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Mbumic, Mbum"
mbou1245,Mbour Sign Language,14.420649,-16.970045,"Sign Language, L1 Sign Language"
mbow1244,Mbowela,-14.8513,24.7649,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Luban, Nkoya"
mbow1247,Mbowid,-3.47858,137.678,"Nuclear Trans New Guinea, Dani, Wano, Western Wano"
mboz1234,Mbozi-Malawi Nyika,-9.4922,33.0026,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Corridor Bantu, Mbozi, Nyika-Lambya, Nyika, Central and Southern Nyika"
mboz1235,Mbozi,-8.61098977752486,32.7409893453533,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Corridor Bantu"
mbre1245,Mbre (Banda-Mbres),7.32924,23.0108,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Ubangi, Ubangi Ka, Bandaic, Nuclear Bandaic, Central Bandaic, Core Central Bandaic, Banda-Mbrès"
mbre1246,Mbrerewi,5.97864,10.1469,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Southern Mbam-Nkam, Ngembaic, Mankonic, Ngemba, Mundum"
mbug1243,Mbugwe-Langi,-4.23588,35.8825,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu"
mbuk1241,Mbukambero,-9.55099,119.349,"Austronesian, Malayo-Polynesian, Bima-Lembata, Flores-Sumba-Hawu, Sumba-Hawu, Sumba, Wewewa-Laboya, Wewewa, Laura"
mbuk1244,Mbuk,6.535575,10.415141,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Beboid, Eastern Beboid, Nsari-Nooni-Ncane, Nooni-Ncane, Ncane-Cung, Cung-Mbuk"
mbul1259,Mbuli,-2.32162,25.1748,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, North Zaire River, Inner Basin Bantu, Cuvette, Nkutsuic, Ombo"
mbul1261,Mbula (Atlantic-Congo),9.60769,12.2439,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Jarawan, Nigerian Jarawan, Numan, Mbula-Bwazza"
mbum1255,Mbumi,-15.01,22.67,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Greater Luyana, Eastern Greater Luyana, Luyi"
mbum1257,Mbumic,7.95523185119619,14.7609909086062,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian"
mbun1247,Mbundu (H.20),-10.0849833333333,15.1147,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njila, Northern Njila"
mbur1240,Mbure-Yambassa,4.491335625,11.03415625,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam-Bubi, Mbam, Nuclear Mbam, Bati-Mbure-Yambassa"
mbut1238,Mbutu,5.97864,10.1469,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Southern Mbam-Nkam, Ngembaic, Mankonic, Ngemba"
mbwa1238,Mbwaanz,4.15471,13.0789,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Makaa-Kako (A.80-90), Makaa-Njem (A.80), Western A80, Makaaic, North-Central Makaaic, Makaa"
mbwe1239,Mbwela-Mbunda,-13.0506,19.2465333333333,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njila, Southern Njila, Chokwe-Lunda, Chokwe-Ngangela-Nyemba (K.20), Ngangela-Nyemba"
mbwi1238,Mbwila,-8.54936,33.4766,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Corridor Bantu, Mbozi, Mbeya, Safwa"
mbya1238,Mbyam,4.88273,10.3453,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Southern Mbam-Nkam, Bamileke, East Bamileke, Nsiteu-Kwa'"
mdun1238,Mdundulu,-15.01,22.67,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Greater Luyana, Eastern Greater Luyana, Luyi"
mdzo1234,Mdzorganrabar,34.5177,100.485,"Sino-Tibetan, Bodic, Bodish, Early Old Tibetan, Middle Old Tibetan, North-Eastern Tibetic, Amdo Tibetan, Innovative Amdo Farmer"
meaa1237,Mea,-21.4939,165.771,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, New Caledonian, Mainland New Caledonian, Southern New Caledonian, Mid-Southern New Caledonian, Tiri-Mea"
meak1234,Meakambut,-4.833,143.783,"Arafundi, Unclassified Arafundi"
mear1240,Guajajára of Mearim,-2.6123,311.7641,"Tupian, Eastern Tupian, Maweti-Guarani, Aweti-Guarani, Tupi-Guarani, Tupi-Guarani Subgroup IV, Tupi-Guarani Subgroup IV.B, Tenetehara, Guajajára"
meax1236,Meax,-1.401085,133.3815,East Bird's Head
meca1234,Mecatlán,20.5447,262.3148,"Totonacan, Totonac, Central Totonacan, Lowland-Sierra Totonacan, Sierra Totonacan, Coyutla Totonac"
mech1238,Mech,26.1,92.0,"Sino-Tibetan, Brahmaputran, Bodo-Garo, Boroic, Tiwa-Boro, Bodo-Mech-Kachari, Bodo-Mech"
mech1243,Mecha,8.81391,36.7365,"Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Southern Lowland East Cushitic, Mainstream Lowland East Cushitic, Oromoid, Nuclear Oromo, West Central Oromo"
meck1238,Mecklenburg-Vorpommern,53.115373,12.391439,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Altsächsisch, Middle-Modern Low German, Low German, Greater East Low German, Eastern Low German"
meck1239,Mecklenburgish,53.115373,12.391439,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Altsächsisch, Middle-Modern Low German, Low German, Greater East Low German, Eastern Low German, Mecklenburg-Vorpommern"
mede1238,Medefidrin,,,"Speech Register, Atlantic-Congo Speech Register"
medi1250,Medieval Latin,41.9026,12.4502,"Indo-European, Classical Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Latin"
medi1251,Medieval Greek,41.013889,28.955556,"Indo-European, Classical Indo-European, Graeco-Phrygian, Greek, South Greek, Central Greek, Koineic Greek"
medo1241,Medo,-11.9553,38.6874,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, North Mozambique Bantu, Makua-Lomwe, Makhuwa-Meetto"
medo1242,Medogo,12.7868,18.0777,"Central Sudanic, Sara-Bongo-Bagirmi, SBB Occidental, Nuclear SBB Occidental, Saraic, Bagirmic, Morom-Jaya-Naba, Naba-Berakou, Naba"
meee1238,Mee,-3.88974,136.018,"Nuclear Trans New Guinea, Paniai Lakes, Mee-Wodani, Ekari"
meek1238,Meeka,8.90347,11.71545,"Atlantic-Congo, Volta-Congo, North Volta-Congo, Cameroun-Ubangian, Central Adamawa, Mumuye-Yandang, Mumuyic, Mumuye, North-East Mumuye"
meem1234,Meemul-Tziij,,,"Sign Language, L1 Sign Language"
meem1235,Meemul Ch'aab'al,14.83462,268.67443,"Sign Language, L1 Sign Language, Meemul-Tziij"
meew1234,Mee-Wodani,-3.65308,136.3605,"Nuclear Trans New Guinea, Paniai Lakes"
mega1242,Megara,38.36,23.13,"Indo-European, Classical Indo-European, Graeco-Phrygian, Greek, South Greek, Central Greek, Koineic Greek, Modern Koineic Greek, Nuclear Modern Greek, Modern Greek, Southern Greek, Ionian-Peleponnesian-Attic, Southern Euboea"
mege1234,Megeb,42.4257,47.4388,"Nakh-Daghestanian, Daghestanian, Dargwic, North-Central Dargwa"
megh1234,Meghri,40.0,45.0,"Indo-European, Classical Indo-European, Armenic, Eastern-Western Armenian, Eastern Armenian, Agulis-Meghri"
megi1245,Megiar,-4.69057,145.975,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage, Bel-Roinji-Nenaya, Bel, Western Bel, Takia"
megi1246,Megi,-6.23296,143.583,"Nuclear Trans New Guinea, Enga-Kewa-Huli, Kewa-Huli, Sau-Angal-Kewa, Angal-Kewa, Angal Mendi, Angal Enen"
megn1236,Megne,-6.30218,145.098,"Nuclear Trans New Guinea, Chimbu-Wahgi, Simbu, Chuave-Nomane, Nomane"
meha1241,Mehari,20.3081,81.3742,"Indo-European, Classical Indo-European, Indo-Iranian, Indo-Aryan, Middle-Modern Indo-Aryan, Continental Indo-Aryan, Indo-Aryan Eastern zone, Halbic, Halbi"
meha1242,Mehalaan,-3.02759,119.201,"Austronesian, Malayo-Polynesian, Greater South Sulawesi, South Sulawesi, Northern South Sulawesi, Pitu Ulunna Salu, Matangnga-Aralle-Tabulahan, Bambam"
mehe1242,Meherrin,36.66342,282.42217,Unclassifiable
mehe1244,Mehek-Pahi,-3.75431,142.3985,"Sepik, Sepik Tama"
mehe1245,Mehek Sign Language,-3.72792,142.5109,"Sign Language, L1 Sign Language"
meht1234,Mehtishen,40.0,45.0,"Indo-European, Classical Indo-European, Armenic, Eastern-Western Armenian, Eastern Armenian, Gharabagh-Shamakhi"
meib1238,Meibuil,-8.17316,124.539,"Timor-Alor-Pantar, Alor-Pantar, Nuclear Alor-Pantar, West Alor-Straits-Pantar, West Alor, Kabola"
meif1236,Meifu,18.8062,109.459,"Tai-Kadai, Hlaic, Nuclear Hlaic, Hlai"
meil1234,Meiliang,19.885536,109.691664,"Tai-Kadai, Kam-Tai, Daic-Beic, Beic, Lingao, Western Ong-Be"
mein1238,Mein,5.17986,5.51702,"Ijoid, Ijo, Western Ijo, Izon"
meis1234,Meissnisch,51.152,12.692,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, High German, Middle German, East Middle German, Central East Middle German, Upper Saxon, North Upper Saxon"
meit1246,Meitei,24.4409,93.3426,"Sino-Tibetan, Kuki-Chin-Naga, Manipuri"
meiy1238,Meiyari,-4.82581,142.45,"Sepik, Sepik Hill, Western Sepik Hill, Hewa-April River, Niksek"
meje1239,Meje,2.5511,27.0712,"Central Sudanic, Mangbetu-Asua, Mangbetuic, Mangbetu"
meke1244,Mekeo-based pidgin,,,Pidgin
mekk1240,Mek,-4.39902026932213,139.965986662058,Nuclear Trans New Guinea
meko1237,Mekongga,-4.03577,121.888,"Austronesian, Malayo-Polynesian, Celebic, Greater Eastern Celebic, Eastern Celebic, Southeastern Celebic, Bungku-Tolaki, Western Bungku-Tolaki, West Coast Bungku-Tolaki, Tolaki"
mela1253,Melan So,3.68257,12.525,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Makaa-Kako (A.80-90), Makaa-Njem (A.80), Western A80, Makaaic, Southern Makaaic, So (Cameroon)"
mela1255,Melanau,2.40704366666667,111.651817,"Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Central Sarawak, Melanau-Kajang"
mela1257,Mel,9.31989585355936,-12.587253313613,Atlantic-Congo
mela1259,Melayu Sini,-3.71342,128.184,"Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Nuclear Malayic, Vehicular Malay, Eastern Indonesia Trade Malay, Ambonic Malay, Ambonese Malay"
mela1260,Melayu Ulu Kapuas,1.85856,103.0,"Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Nuclear Malayic, Greater Riau-Johoric, Central Malay"
mela1261,Melaka Malay,1.85856,103.0,"Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Nuclear Malayic, Greater Riau-Johoric, Central Malay"
mela1262,Melanau-Kajang,2.51162308333333,112.6955335,"Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Central Sarawak"
melc1234,Mel (Cambodia),12.95,106.31,"Austroasiatic, Bahnaric, West Bahnaric, South Bahnaric, Mnong-Stieng-Chrau, Stieng, Mel-Khaonh"
mele1248,Melete,-24.368,24.7587,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu, Nuclear Southern Bantu, Dimsuffix Southern Bantu, Sotho-Tswana (S.30), Western Sotho-Tswana, Central Sotho-Tswana, Tswana"
mele1249,Mèlè (Central African Republic),9.49092,23.3805,"Central Sudanic, Sara-Bongo-Bagirmi, SBB Occidental, Nuclear SBB Occidental, Fer-Gula, Gula (Central African Republic), Mereic Gula"
mele1251,Mele,-17.6841,168.275,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokalau Fijian, Polynesian, Nuclear Polynesian, Vanuatu-Loyalty Outliers, Mele-Futuna, Mele-Fila"
mele1252,Mele-Futuna,-18.6522762999999,169.162445509,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokalau Fijian, Polynesian, Nuclear Polynesian, Vanuatu-Loyalty Outliers"
mele1253,Melet Middle Chulym,52.66002,89.67409,"Turkic, Common Turkic, South Siberian Turkic, Sayan-Yenisei Turkic, Yenisey Turkic, Khakas, Kyzyl-Melet"
mele1255,Mele Maat,-16.2975,168.211,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, Ambrym, Southeast Ambrym, Ase-Taveak"
meli1237,Melilup,-5.67474,154.971,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic, Nuclear North Bougainville Oceanic, Buka, Saposa-Tinputz, Tinputzic, Teop"
melk1240,Melkhin,43.5,45.5,"Nakh-Daghestanian, Nakh, Chechen-Ingush, Chechen"
melk1241,Melkoi,-5.84776,151.033,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage, Mengenic, Mamusa-Mengen, Mamusi"
melk1242,Mel-Khaonh,12.95,106.31,"Austroasiatic, Bahnaric, West Bahnaric, South Bahnaric, Mnong-Stieng-Chrau, Stieng"
melo1241,Melong,5.13981,9.92766,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Lundu-Balong (A.10), Greater Manenguba, Bafaw-Balong-Manenguba, Manenguba, Mbo (Cameroon)"
melo1243,Melolo,-9.88447,120.235,"Austronesian, Malayo-Polynesian, Bima-Lembata, Flores-Sumba-Hawu, Sumba-Hawu, Sumba, Central-East Sumbanese, Kambera"
melo1244,Melokwo,10.7933,14.2521,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Margi-Mandara-Mofu, Mofuic, Tokombere, Moloko"
melp1239,Melpa-Tembagla,-5.74452,144.213,"Nuclear Trans New Guinea, Chimbu-Wahgi, Hagen"
melu1236,Melung,31.9313,91.7062,"Sino-Tibetan, Bodic, Bodish, Early Old Tibetan, Middle Old Tibetan, Late Old Tibetan, Kham-Hor, Khams Tibetan, Sems-kyi-nyila Tibetan"
memb1238,Membi,2.68546,30.5652,"Central Sudanic, Membi-Mangbutu-Efe, Ndo"
memb1239,Membi-Mangbutu-Efe,3.44922415761435,28.2161352334263,Central Sudanic
mena1240,Mena,-7.30342,143.618,"Turama-Kikori, Turama-Omatian, Ikobi"
mend1262,Mendankwe,6.00034,10.2307,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Southern Mbam-Nkam, Ngembaic, Mankonic, Mendankwe-Nkwen"
mend1263,Mende-Loma,8.1792975,-10.087025,"Mande, Western Mande, Manding-Kpelle, Southwest Mande"
mend1264,Mende-Bandi,8.298755,-10.707325,"Mande, Western Mande, Manding-Kpelle, Southwest Mande, Mende-Loma"
mend1265,Mende-Loko,8.513865,-11.57545,"Mande, Western Mande, Manding-Kpelle, Southwest Mande, Mende-Loma, Mende-Bandi"
mene1239,Menemo,5.88942,9.87416,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Momo, Widikum-Tadkon, Meta'"
meng1262,Mengda,35.5457,102.819,"Turkic, Common Turkic, Oghuz, Salar, Qinghai-Gansu Salar"
meng1265,Mengum,5.93852,9.79389,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Momo, Ngie-Oshie, Ngie"
meng1266,Mengenic,-5.80653,151.057,"Austronesian, Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage"
meng1268,Mengkatip,-1.98842,114.77,"Austronesian, Malayo-Polynesian, Basap-Greater Barito, Greater Barito linkage, South West Greater Barito, Bakumpai"
meng1269,Menggala,-4.43957,105.397,"Austronesian, Malayo-Polynesian, Lampungic, Lampung Nyo"
meng1270,Menggatal,6.02998,116.681,"Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Sabahan, Southwest Sabahan, Greater Dusunic, Dusunic, Kadazan-Sugut-Minokok, Kadazan Dusun"
meng1271,Mengau,-3.52309,140.947,"Senagi, Dera (Indonesia)"
meni1246,Meni,-7.30342,143.618,"Turama-Kikori, Turama-Omatian, Ikobi"
meni1247,Menien,-15.8814845,320.9467571,"Kamakanan, Nuclear Kamakanan"
menk1239,Menka-Atong,5.99089,9.70641,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Southwest Grassfields"
menn1234,Menno Plautdietsch,49.578028,250.646132,"Indo-European, Classical Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Altsächsisch, Middle-Modern Low German, Low German, Greater East Low German, Plautdietsch, Nehrung, Manitoban Chortitza"
meno1251,Meno-Mene,-8.58349,116.284,"Austronesian, Malayo-Polynesian, Bali-Sasak-Sumbawa, Sasak-Sumbawa, Sasak"
